state,district,month,total_enroll,total_updates,service_load,next_month_service_load
Uttar Pradesh,Unnao,2025-06,1446,3962,5408,14721
Uttar Pradesh,Unnao,2025-07,3344,11377,14721,39366
Uttar Pradesh,Unnao,2025-09,4074,35292,39366,19667
Uttar Pradesh,Unnao,2025-10,2303,17364,19667,34635
Uttar Pradesh,Unnao,2025-11,4336,30299,34635,12566
Uttar Pradesh,Varanasi,2025-04,1341,5469,6810,5588
Uttar Pradesh,Varanasi,2025-05,1446,4142,5588,3309
Uttar Pradesh,Varanasi,2025-06,914,2395,3309,21593
Uttar Pradesh,Varanasi,2025-07,6653,14940,21593,47121
Uttar Pradesh,Varanasi,2025-09,5720,41401,47121,26336
Uttar Pradesh,Varanasi,2025-10,3146,23190,26336,42547
Uttar Pradesh,Varanasi,2025-11,4023,38524,42547,17343
Uttarakhand,Almora,2025-09,451,2514,2965,2115
Uttarakhand,Almora,2025-10,354,1761,2115,4106
Uttarakhand,Almora,2025-11,481,3625,4106,2031
Uttarakhand,Bageshwar,2025-09,264,1708,1972,962
Uttarakhand,Bageshwar,2025-10,185,777,962,2942
Uttarakhand,Bageshwar,2025-11,288,2654,2942,842
Uttarakhand,Chamoli,2025-09,407,2148,2555,1482
Uttarakhand,Chamoli,2025-10,272,1210,1482,2017
Uttarakhand,Chamoli,2025-11,303,1714,2017,1468
Uttarakhand,Champawat,2025-09,369,3087,3456,2166
Uttarakhand,Champawat,2025-10,284,1882,2166,3824
Uttarakhand,Champawat,2025-11,251,3573,3824,1772
Uttarakhand,Dehradun,2025-03,176,0,176,4975
Uttarakhand,Dehradun,2025-04,674,4301,4975,7838
Uttarakhand,Dehradun,2025-05,624,7214,7838,3082
Uttarakhand,Dehradun,2025-06,294,2788,3082,8350
Uttarakhand,Dehradun,2025-07,1631,6719,8350,24854
Uttarakhand,Dehradun,2025-09,2462,22392,24854,14152
Uttarakhand,Dehradun,2025-10,1571,12581,14152,26127
Uttarakhand,Dehradun,2025-11,2077,24050,26127,11585
Uttarakhand,Haridwar,2025-03,60,0,60,3375
Uttarakhand,Haridwar,2025-07,732,2643,3375,17867
Uttarakhand,Haridwar,2025-09,1813,16054,17867,12822
Uttarakhand,Haridwar,2025-10,1475,11347,12822,28108
Uttarakhand,Haridwar,2025-11,1781,26327,28108,17629
Uttarakhand,Nainital,2025-03,75,0,75,13300
Uttarakhand,Nainital,2025-04,1204,12096,13300,11050
Uttarakhand,Nainital,2025-09,1211,9839,11050,7745
Uttarakhand,Nainital,2025-10,1162,6583,7745,13501
Uttarakhand,Nainital,2025-11,1213,12288,13501,6045
Uttarakhand,Pauri Garhwal,2025-09,708,4660,5368,4780
Uttarakhand,Pauri Garhwal,2025-10,637,4143,4780,7214
Uttarakhand,Pauri Garhwal,2025-11,529,6685,7214,2586
Uttarakhand,Pithoragarh,2025-09,458,2432,2890,1961
Uttarakhand,Pithoragarh,2025-10,329,1632,1961,3743
Uttarakhand,Pithoragarh,2025-11,367,3376,3743,1960
Uttarakhand,Rudraprayag,2025-09,337,2055,2392,1467
Uttarakhand,Rudraprayag,2025-10,258,1209,1467,4572
Uttarakhand,Rudraprayag,2025-11,297,4275,4572,1503
Uttarakhand,Tehri Garhwal,2025-09,995,8443,9438,4909
Uttarakhand,Tehri Garhwal,2025-10,604,4305,4909,11686
Uttarakhand,Tehri Garhwal,2025-11,1027,10659,11686,4806
Uttarakhand,Udham Singh Nagar,2025-09,2552,18607,21159,16685
Uttarakhand,Udham Singh Nagar,2025-10,1431,15254,16685,33057
Uttarakhand,Udham Singh Nagar,2025-11,1904,31153,33057,15714
Uttarakhand,Uttarkashi,2025-09,277,2084,2361,1899
Uttarakhand,Uttarkashi,2025-10,258,1641,1899,4652
Uttarakhand,Uttarkashi,2025-11,467,4185,4652,2260
West Bengal,Alipurduar,2025-04,128,74,202,298
West Bengal,Alipurduar,2025-05,197,101,298,980
West Bengal,Alipurduar,2025-06,633,347,980,2297
West Bengal,Alipurduar,2025-07,1631,666,2297,2204
West Bengal,Alipurduar,2025-09,430,1774,2204,1055
West Bengal,Alipurduar,2025-10,218,837,1055,1276
West Bengal,Alipurduar,2025-11,281,995,1276,733
West Bengal,Bankura,2025-09,4224,37366,41590,28269
West Bengal,Bankura,2025-10,2552,25717,28269,41276
West Bengal,Bankura,2025-11,4394,36882,41276,10222
West Bengal,Birbhum,2025-05,278,1566,1844,1853
West Bengal,Birbhum,2025-06,221,1632,1853,2666
West Bengal,Birbhum,2025-07,769,1897,2666,46042
West Bengal,Birbhum,2025-09,5195,40847,46042,31145
West Bengal,Birbhum,2025-10,4053,27092,31145,33962
West Bengal,Birbhum,2025-11,4772,29190,33962,11753
West Bengal,Cooch Behar,2025-03,50,0,50,1023
West Bengal,Cooch Behar,2025-04,485,538,1023,2997
West Bengal,Cooch Behar,2025-05,1674,1323,2997,105
West Bengal,Cooch Behar,2025-06,105,0,105,4255
West Bengal,Cooch Behar,2025-07,4255,0,4255,46152
West Bengal,Cooch Behar,2025-09,5115,41037,46152,45288
West Bengal,Cooch Behar,2025-10,4109,41179,45288,34277
West Bengal,Cooch Behar,2025-11,3333,30944,34277,7310
West Bengal,Dakshin Dinajpur,2025-05,235,1340,1575,997
West Bengal,Dakshin Dinajpur,2025-07,997,0,997,28284
West Bengal,Dakshin Dinajpur,2025-09,3500,24784,28284,12699
West Bengal,Dakshin Dinajpur,2025-10,1645,11054,12699,15649
West Bengal,Dakshin Dinajpur,2025-11,1663,13986,15649,5491
West Bengal,Darjeeling,2025-04,658,1444,2102,1749
West Bengal,Darjeeling,2025-05,598,1151,1749,2476
West Bengal,Darjeeling,2025-06,685,1791,2476,4027
West Bengal,Darjeeling,2025-07,1485,2542,4027,11889
West Bengal,Darjeeling,2025-09,1885,10004,11889,6054
West Bengal,Darjeeling,2025-10,1010,5044,6054,10087
West Bengal,Darjeeling,2025-11,1349,8738,10087,5681
West Bengal,Hooghly,2025-07,300,824,1124,48966
West Bengal,Hooghly,2025-09,6322,42644,48966,29754
West Bengal,Hooghly,2025-10,3976,25778,29754,41743
West Bengal,Hooghly,2025-11,4586,37157,41743,12992
West Bengal,Howrah,2025-07,361,635,996,39513
West Bengal,Howrah,2025-09,6184,33329,39513,26825
West Bengal,Howrah,2025-10,3723,23102,26825,37489
West Bengal,Howrah,2025-11,4494,32995,37489,8307
West Bengal,Jalpaiguri,2025-04,292,636,928,2549
West Bengal,Jalpaiguri,2025-05,980,1569,2549,1081
West Bengal,Jalpaiguri,2025-06,315,766,1081,2052
West Bengal,Jalpaiguri,2025-07,643,1409,2052,52967
West Bengal,Jalpaiguri,2025-09,3636,49331,52967,24923
West Bengal,Jalpaiguri,2025-10,1832,23091,24923,32177
West Bengal,Jalpaiguri,2025-11,2512,29665,32177,10117
West Bengal,Jhargram,2025-04,62,62,124,1510
West Bengal,Jhargram,2025-09,389,1121,1510,476
West Bengal,Jhargram,2025-10,184,292,476,955
West Bengal,Jhargram,2025-11,292,663,955,367
West Bengal,Kalimpong,2025-05,78,58,136,260
West Bengal,Kalimpong,2025-07,189,71,260,338
West Bengal,Kalimpong,2025-09,94,244,338,112
West Bengal,Kalimpong,2025-10,29,83,112,198
West Bengal,Kalimpong,2025-11,48,150,198,208
West Bengal,Kolkata,2025-04,54,94,148,1715
West Bengal,Kolkata,2025-05,503,1212,1715,2082
West Bengal,Kolkata,2025-06,636,1446,2082,2475
West Bengal,Kolkata,2025-07,815,1660,2475,23317
West Bengal,Kolkata,2025-09,3176,20141,23317,15193
West Bengal,Kolkata,2025-10,2107,13086,15193,24988
West Bengal,Kolkata,2025-11,2927,22061,24988,8884
West Bengal,Malda,2025-04,396,615,1011,721
West Bengal,Malda,2025-06,252,469,721,58075
West Bengal,Malda,2025-09,7191,50884,58075,35240
West Bengal,Malda,2025-10,5074,30166,35240,38184
West Bengal,Malda,2025-11,4285,33899,38184,14955
West Bengal,Murshidabad,2025-09,15762,87166,102928,58789
West Bengal,Murshidabad,2025-10,10700,48089,58789,78325
West Bengal,Murshidabad,2025-11,10907,67418,78325,24764
West Bengal,Nadia,2025-04,248,461,709,1575
West Bengal,Nadia,2025-05,636,939,1575,2096
West Bengal,Nadia,2025-06,528,1568,2096,6816
West Bengal,Nadia,2025-07,2055,4761,6816,53592
West Bengal,Nadia,2025-09,5743,47849,53592,40381
West Bengal,Nadia,2025-10,3970,36411,40381,34539
West Bengal,Nadia,2025-11,4413,30126,34539,12462
West Bengal,North 24 Parganas,2025-04,232,884,1116,2476
West Bengal,North 24 Parganas,2025-05,726,1750,2476,1050
West Bengal,North 24 Parganas,2025-06,1050,0,1050,5097
West Bengal,North 24 Parganas,2025-07,5097,0,5097,85068
West Bengal,North 24 Parganas,2025-09,12582,72486,85068,51820
West Bengal,North 24 Parganas,2025-10,7602,44218,51820,63956
West Bengal,North 24 Parganas,2025-11,8565,55391,63956,24123
West Bengal,Paschim Bardhaman,2025-09,518,1268,1786,880
West Bengal,Paschim Bardhaman,2025-10,266,614,880,1376
West Bengal,Paschim Bardhaman,2025-11,378,998,1376,718
West Bengal,Paschim Medinipur,2025-06,122,0,122,523
West Bengal,Paschim Medinipur,2025-07,523,0,523,76881
West Bengal,Paschim Medinipur,2025-09,8821,68060,76881,52665
West Bengal,Paschim Medinipur,2025-10,5638,47027,52665,67085
West Bengal,Paschim Medinipur,2025-11,6109,60976,67085,15285
West Bengal,Purba Bardhaman,2025-06,58,36,94,62743
West Bengal,Purba Bardhaman,2025-09,8909,53834,62743,34260
West Bengal,Purba Bardhaman,2025-10,4941,29319,34260,47277
West Bengal,Purba Bardhaman,2025-11,6476,40801,47277,16040
West Bengal,Purba Medinipur,2025-09,7137,30361,37498,26451
West Bengal,Purba Medinipur,2025-10,4350,22101,26451,35596
West Bengal,Purba Medinipur,2025-11,5153,30443,35596,10143
West Bengal,Purulia,2025-09,6384,45881,52265,28327
West Bengal,Purulia,2025-10,3425,24902,28327,37124
West Bengal,Purulia,2025-11,4378,32746,37124,13735
West Bengal,South 24 Parganas,2025-07,490,0,490,103273
West Bengal,South 24 Parganas,2025-09,12045,91228,103273,81153
West Bengal,South 24 Parganas,2025-10,13272,67881,81153,103412
West Bengal,South 24 Parganas,2025-11,12605,90807,103412,29957
West Bengal,Uttar Dinajpur,2025-03,71,0,71,8252
West Bengal,Uttar Dinajpur,2025-04,1713,6539,8252,15896
West Bengal,Uttar Dinajpur,2025-05,5042,10854,15896,2666
West Bengal,Uttar Dinajpur,2025-06,2666,0,2666,8934
West Bengal,Uttar Dinajpur,2025-07,8934,0,8934,61852
West Bengal,Uttar Dinajpur,2025-09,9299,52553,61852,53807
West Bengal,Uttar Dinajpur,2025-10,7452,46355,53807,46717
West Bengal,Uttar Dinajpur,2025-11,5405,41312,46717,14692
